"SMILES","Tail (C number)","Tail (SMILES)","Head (SMILES)","Head 2 (SMILES)","Head 3 (SMILES)","Counterion","Additives","Conc. A.","pH","IUPAC_Name","Preferred_Name","Surfactant_Type","Molecular_Formula","Molecular_Weight","CMC","pCMC","Temp_Celsius"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0093,2.03151705144606,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00949,2.02273378757271,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00783,2.10623823794206,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0078,2.10790539730952,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00961,2.01727661233145,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0045,2.34678748622466,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0073,2.13667713987954,55
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.011,1.95860731484177,60
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0101,1.99567862621736,60
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0078,2.10790539730952,60
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.01091,1.96217524941166,65
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.014,1.85387196432176,75
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.01091,1.96217524941166,65
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.014,1.85387196432176,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0114,1.94309514866353,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0066,2.18045606445813,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00113,2.94692155651658,75
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.012,1.92081875395238,90
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0078,2.10790539730952,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.008,2.09691001300806,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0059,2.22914798835786,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.008,2.09691001300806,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.008,2.09691001300806,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0086,2.06550154875643,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0051,2.29242982390206,"UNK"
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[N+](=O)([O-])[O-].[Ag+]",0.01,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.005,2.30102999566398,35
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Al](Cl)(Cl)Cl",0.0005,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0051,2.29242982390206,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Al](Cl)(Cl)Cl",0.0007,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0038,2.42021640338319,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Al](Cl)(Cl)Cl",0.001,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0022,2.65757731917779,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Al](Cl)(Cl)Cl",0.002,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0016,2.79588001734408,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.0001,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.006,2.22184874961636,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.0003,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0051,2.29242982390206,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.0005,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0043,2.36653154442041,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.001,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0039,2.4089353929735,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.002,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.003,2.52287874528034,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.005,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0022,2.65757731917779,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.012,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0018,2.74472749489669,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.025,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0014,2.85387196432176,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.05,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0012,2.92081875395238,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.001,3,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cl-].[Ca+2]",0.3,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00077,3.11350927482752,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.000945,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0069,2.16115090926274,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.00218,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00615,2.21112488422458,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.00515,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0052,2.2839966563652,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.00864,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0045,2.34678748622466,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.0118,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00375,2.42596873227228,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.0139,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0036,2.44369749923271,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.0235,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00275,2.56066730616974,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.0259,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00265,2.57675412606319,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[Cs+]",0.0379,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0021,2.67778070526608,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[K+]",0.02,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0031,2.50863830616573,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[K+]",0.05,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0024,2.61978875828839,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Cl-].[K+]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0016,2.79588001734408,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.00408,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.006,2.22184874961636,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.00742,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00505,2.29670862188134,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.015,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00395,2.40340290437354,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0216,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00345,2.46218090492673,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0267,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0031,2.50863830616573,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.036,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0025,2.60205999132796,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0453,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00235,2.62893213772826,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.00561,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0061,2.21467016498923,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.01,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00535,2.27164621797877,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0149,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0048,2.31875876262441,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0227,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.004,2.39794000867204,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0274,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00365,2.43770713554353,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0337,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0034,2.46852108295774,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0436,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00295,2.53017798402184,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[O-]S(=O)(=O)[O-].[K+].[K+]",0.0538,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00265,2.57675412606319,40
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.001,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0039,2.4089353929735,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.005,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0022,2.65757731917779,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.025,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0015,2.82390874094432,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.05,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00125,2.90308998699194,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.001,3,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.25,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00082,3.08618614761628,70
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Mg+2].[Cl-].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00143,2.84466396253494,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Br-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00142,2.84771165561694,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Br-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.000797,3.09854167860389,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.2,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00077,3.11350927482752,10
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00138,2.86012091359876,17
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00138,2.86012091359876,18
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.01,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00513,2.28988263488818,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.05,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00224,2.64975198166584,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.0014,2.85387196432176,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00141,2.85078088734462,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00151,2.82102305270683,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00142,2.84771165561694,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.2,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00072,3.14266750356873,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.2,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.000759,3.11975822410452,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.25,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.000589,3.2298847052129,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.5,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.000324,3.48945498979339,20
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.01,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.005619,2.2503409679051,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.01,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00527,2.27818938478745,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.03,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00319,2.49620931694282,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.03,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00301,2.52143350440616,21
"CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]",12,"CCCCCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]","[Na+].[Cl-]",0.1,,,"SODIUM DODECYL 1 SULFATE","anionic","C12H25O4SNa",288.3,0.00145,2.83863199776503,21
